review_title,review_details,customer_name,review_timestamp,row_id,sentiment,categories,keywords,summary
MacDonald's food overpriced and overrated,"MacDonald's food overpriced and overratedmy wife bought ""lunch"" from the Clifford Gardens shopping Centre Toowoomba QLD outlet. Large chips ,which I feel would comfortably into the small carton, plus ten chicken nuggets, plus a wait time of around 20 minutes(for free). Total price $14.75. The chips were dry / stale, the nuggets were tasteless and chewy and stale. the most disgusting meal we ever shared. the food was well below standard considering the price they charged. Need to lift their game!!!. DEFINITLEY WILL NOT BE EATING AT MACDONALDS AGAIN!!!.",Richard H.,3mo,50,negative,Food Quality | Portion Size | Price Value | Food Temperature,dry stale chips | tasteless chewy nuggets | overpriced | long wait time | well below standard,"Overpriced meal with stale, tasteless food and poor quality compared to price charged."
Macca's Poor Presentation,"Macca's Poor PresentationMacca's at Raymond Terrace was very grubby, the food was lukewarm and the apple pies cold. No milk drinks, shakes nor kids chocolate milk.",Kayt,3mo,51,negative,Cleanliness | Food Temperature | Equipment Availability,grubby location | lukewarm food | cold apple pies | no milk drinks available,Dirty store with cold food and unavailable beverage options.
Cold food,Cold foodCold burgersOnly 9 cold chipsAnd coke was 75%iceNow I drop through every 2nd week or soAnd usually the food is way way better but this timeNothing was goodHow can this even happenWith food warmers ?,Mr Happy,3mo,52,negative,Food Temperature | Portion Size,cold burgers | minimal chips | excessive ice in drink | inconsistent quality,"Cold food and poor portion control on this visit, unusually bad compared to normal visits."
Not happy,"Not happySorry no stars sadly, the first time for many years., Called into Narellan , Camden Valley WyDiscussing. Tasted absolutely terribleBig Mac” absolutely dirty tables, Dirty Toilet The floors shockingThe garbage bins inside and out were overflowing . The car park had garbage spread everywhereI have always worked with food and busy with the public, thank goodness I always have made look presentable people came back.? I may be one / two people but I’ll never step foot into your Mc Donald’sYou may not worry about Me but, word of mouth,",Janine95,3mo,53,negative,Cleanliness | Food Quality,dirty tables | dirty toilet | shocking floors | overflowing garbage | terrible taste,"Extremely poor cleanliness with dirty facilities, overflowing waste, and terrible food taste."
Don't order the Grimace shake!,Don't order the Grimace shake!The Grimace shake is DISGUSTING! The worst shake I've ever had!!,Kristen ,3mo,54,negative,Food Quality,Grimace shake disgusting | worst shake ever,Grimace shake was disgusting and the worst shake experienced.
Down to a new low passing rubbish off as chicken,"Down to a new low passing rubbish off as chickenPurchased what was supposed to be a chicken wrap but got that rubbish fake chicken slop they use for their fake chicken nuggets but 5 times the size . If I knew they were going to use that rubbish I would never have went in , I would have gone to KFC . When I get a chicken wrap in trying to eat healthy and that is far from it . Thanks McDonald’s I won’t be back",Simon F.,3mo,55,negative,Food Quality | Order Accuracy,fake chicken slop | wrong product used | unhealthy | poor quality chicken,Chicken wrap contained low-quality fake chicken product instead of real chicken.
Maccas Ridiculous,Maccas RidiculousMc Donald's Bridgewater Tasmania. Out of 6 burgers they got 1 right. Unbelievable. Then I got to drive back and had to prove it for them to make a replacement order,Batch,3mo,56,negative,Order Accuracy,only 1 correct burger | multiple incorrect orders | had to return,"Out of six burgers, only one was prepared correctly, requiring a return trip."
Not great,"Not greatHamberger cold, fanta weak as water. Overall not great. Noticed to adult supervision at the time of purchase.",NitaW,3mo,57,negative,Food Temperature | Food Quality,cold hamburger | weak fanta | poor supervision | not great overall,Cold burger and weak drink with lack of staff supervision.
LACK OF QUALITY CONTROL,"LACK OF QUALITY CONTROLMcDonalds Castle Hill Showground Rd9/10 Times They will Ripp you offMissing Items , Under Filling Fries , Poor Placement of Food in Bags",Scotty,3mo,58,negative,Order Accuracy | Portion Size | Food Quality,missing items | under-filled fries | poor food placement | frequent errors,"Consistent quality control failures including missing items, underfilled portions, and poor packing."
Esperance WA - Perfect Team & Customer Service,"Esperance WA - Perfect Team & Customer ServiceEsperance WAAmazing customer serviceAll staff are very professional, friendly and caring - many Perth metro stores should learn from the Esperance Team the way customers should be treated and also beverages and food servedThank you, Esperance Team, for great customer service and making the best coffee and food",Nena,3mo,59,positive,Staff Behavior | Service Speed | Food Quality,amazing customer service | professional friendly staff | great coffee | well served,Excellent staff professionalism and customer care with high-quality food and beverage service.
black burger,black burgermy burger was black and cheesy but the pickles where purple,Jake Geraghty K.,3mo,60,mixed,Food Quality,black burger | cheesy | purple pickles | unusual appearance,Burger was black and cheesy with unusually purple pickles.
Toilets need cleaning!!,"Toilets need cleaning!!Dear McDonalds Restaurants, I am writing to express my concern about the current state of the toilets in McDonalds Restaurants.As a valued customer, I have noticed that the toilets are not being cleaned regularly and are often left in a dirty and unhygienic condition. This is not only unpleasant for customers but also poses a health risk.I have visited many McDonalds Restaurants, gone to the toilets alot of them are absolutely disgusting!!",Melissa,3mo,61,negative,Cleanliness,toilets not cleaned regularly | dirty and unhygienic | health risk | disgusting,"Toilets are not cleaned regularly and left in dirty, unhygienic conditions."
