reviewerID,asin,reviewerName,helpful,reviewText,overall,summary_x,unixReviewTime,reviewTime,row_id,sentiment,categories,keywords,summary_y
AAGD3GA9ZVPLQ,B0002CZSJO,mike n ike,"[0, 0]","The handle and spring strength make this uncomfortable to place on the guitar, and I feel rushed to clamp on the capo because it's unpleasant to use - hurts the fingers. It's cheap and easy to use. It'll do the job, but I don't like it.",2,It's OK but I wish I'd bought something else.,1379548800,"09 19, 2013",286,negative,Ease of Use | Build Quality,uncomfortable handle | strong spring | hurts fingers | rushed feeling,Capo is uncomfortable to use due to stiff spring and handle design causing finger pain.
AOINAOO0NQRGN,B0002CZSJO,Sessue,"[1, 1]","I can only repeat what everyone else has already said: this Kyser capo is designed and built very well. It's easy to put on and adjust, and just as easy to take off. There are probably a few capos out there that are a bit flashier, but this is still pretty stylish. And the price makes it a real bargain.",5,And all together now...,1330473600,"02 29, 2012",290,positive,Build Quality | Ease of Use | Value for Price,well designed | stylish | easy to adjust | real bargain,"Well-built capo that is easy to use, stylish, and offers excellent value."
A26E1V45R24QVC,B0002CZSJY,ccaptn,"[0, 0]","I don't believe there is such a thing as a perfect capo, but this one is quite good. For those with reasonably strong hands it is pretty easy to use. It does a very good job of compressing the strings to the frets and is definitely well built. It is as with all capos, important to take it off when not in use so the ""rubber"" does not get grooved. This is just good common sense. If this lasts a couple of years I will definitely purchase another.",4,"Good, effective capo",1287100800,"10 15, 2010",291,positive,Build Quality | Ease of Use | Durability,quite good | well built | compresses strings effectively | strong hands needed,"Well-built capo that compresses strings effectively, requiring reasonable hand strength."
A2EWLWNMF65J5X,B0002CZSJY,DonJr,"[0, 0]",I bought a 12 string one in blk. Love it for simplicity and needed it so I didn't have to keep searching for the other. Got gold to remind me it is for six strings.,5,2nd one,1339372800,"06 11, 2012",292,positive,Ease of Use,simple design | convenient | twelve string option,"Simple, convenient 12-string capo eliminates need for repeated searching."
AQES9A9BCJ7CV,B0002CZSJY,Harry Reimer,"[0, 0]","I have used a few different capo's this is far and away my favorite. Very easy to take it off, holds the strings tight. What more can you ask for? Does what it sets out to do and its inexpensive.",5,Great Capo.,1277942400,"07 1, 2010",293,positive,Ease of Use | Value for Price,easy to take off | holds strings tight | inexpensive | favorite capo,"Favorite capo that holds strings well, is easy to remove, and costs little."
A2YTKPGZXFFKVK,B0002CZSJY,Janeelizabeth,"[0, 0]","It's a capo... nice fit... yet, sometimes I wonder if it fits too tightly, as when I use it, and of course the strings are tighter, sometimes I feel that playing with this particular capo makes my strings too tight...yet, it is a capo, structured very well.",4,NICE!!!!!!!!,1365206400,"04 6, 2013",295,mixed,Fit and Sizing | Build Quality,nice fit | fits too tightly | strings too tight | well structured,"Well-built capo with good fit, though the tight pressure sometimes makes strings feel overly taut."
A2D9QW4TY8CFB0,B0002CZSJY,Philip Gardner,"[0, 0]","Easy to use capo. Good strength - holds the strings down well.. Not sure that it's as good as the G7th capo, which I still find is the best for holding the strings down evenly so that they stay in tune, but the Kyser is much cheaper and does a good job.",4,Kyser capo,1359244800,"01 27, 2013",303,positive,Ease of Use | String Performance | Value for Price,easy to use | holds strings well | good strength | cheaper | good job,Easy-to-use capo that holds strings effectively at a lower price than premium alternatives.
A16Z3HTUIYPDH8,B0002CZSJY,Reviewer,"[0, 0]","Probably the best kapo out on the market. Very high quality and a sleek look. Easy to use, what more could you want?",5,Industry Standard,1363132800,"03 13, 2013",304,positive,Build Quality | Ease of Use,best capo | high quality | sleek look | easy to use,High-quality capo with sleek design and ease of use.
A18X6ZT4AEYVKB,B0002CZSJY,Yeemeister,"[0, 0]","i got pink cause nobody would steal it, and we all know how often capos get stolen from people pink is great",5,pink,1355270400,"12 12, 2012",311,positive,,pink color | won't get stolen | distinctive | great,Pink capo is distinctive and less likely to be stolen.
A5RJ7TM82RH0I,B0002CZST4,Everanor,"[0, 0]","I have an electro acoustic Martin (second hand but without a scratch). I got it with .13 strings and well, is simply too much. Is good to play rithyms but can't do pretty much nothing else.I have installed a set (I got 8) and it sounds really good. Not as solid as the .13 but now i have more range to do solos and go up and down much easier.Recomended",5,Sounds Perfect,1375488000,"08 3, 2013",315,positive,String Performance,lighter strings | better tone | more range | easier to play | good sound,Lighter strings improved playability and tonal range compared to heavier gauge.
A2IN5BKM9IQT6Z,B0002CZST4,Henry W.,"[1, 1]","Martin makes great sounding strings. I decided to use Light Martin strings (.12) because they sounded louder and better, and I could play them just as easy as the lighter strings.",4,Great strings,1372032000,"06 24, 2013",316,positive,String Performance | Sound Quality,great sounding | Light strings | louder | easy to play | better,Martin Light strings sound louder and better while remaining easy to play.
A2E2CJWPL1YMAR,B0002CZST4,Joel S Mellor,"[0, 0]","I replaced a set of strings that were very used with these Martins. They are, as named, very light. They are easy on my fingers and give great tone. Quality company, great strings, great price!",5,My fingers love these.,1354320000,"12 1, 2012",318,positive,String Performance | Sound Quality | Value for Price,light strings | easy on fingers | great tone | quality company | great price,Light Martin strings offer great tone and easy playability at good value.
A1LI9W7A0CYOHV,B0002CZST4,Russ,"[1, 1]","I love these strings, and use them for all of my acoustic playing. Best of all, I can find them here for $3.49 per set, so I'm not dumping a bunch of money on strings all the time. Easy to play, and they sound great.long lasting if you take care of them by wiping them down every time.",5,Best Acoustic Strings,1373673600,"07 13, 2013",321,positive,String Performance | Sound Quality | Value for Price,love these strings | easy to play | sound great | affordable | long lasting,Affordable strings with excellent sound and durability when maintained properly.
AEUG4DYQZJ64Z,B0002CZST4,W. Soh,"[5, 5]",Good strings with good sound.The Extra Light is easier on the fingers - but they sound thinner too.Go for the Light gauges for more solid sound if you can handle the pressure.,5,"Good, I like it",1379980800,"09 24, 2013",323,mixed,String Performance | Sound Quality,good sound | easier on fingers | sounds thinner | Light gauges | solid sound,Extra Light strings ease finger pressure but produce thinner tone; Light gauge offers better sound quality.
A3ADSZR7QAQ5U,B0002CZT0M,rshirley10,"[0, 0]",the string work well but did not give the mellow sound on my guitar that I was looking for. The shipping was quick and the strings were recieved in good order.,3,Silk and steel strings,1386460800,"12 8, 2013",330,mixed,String Performance,strings work well | didn't deliver mellow sound | quick shipping,Strings performed well but didn't produce the desired mellow tone on the guitar.
A1QE7VZE507TO7,B0002CZTIO,"Brian Hogan ""Dog person""","[0, 0]",I really like these things. I don't stick tape and stuff to guitar body which if they do make a double sided tape similar to post it notes might be a good idea. Bought a few while back and just bought a few more. If you drop a pick there is another right there. Have fun.,5,this is second batch i ordered,1376870400,"08 19, 2013",333,positive,Pick Performance,really like these | convenient storage | no tape needed | repeat purchase,Customer loves the convenience of having picks readily available without tape on guitar body.
AOCBJFQ7UPEOJ,B0002CZTIO,brien patterson,"[0, 0]",I love the idea that you don't need a pocket in your strap or elsewhere to store your pick. Further it will not add something else to find/loose in my pants pocket.,4,Love the concept,1376870400,"08 19, 2013",334,positive,Pick Performance,love the idea | no pocket needed | won't lose picks,Appreciates the design for convenient pick storage without requiring pocket or pocket clutter.
AH0XON4XDOF2C,B0002CZTIO,christopher Lamothe,"[1, 1]",it's good but think its a bit expensive for just one they should give you two for that price or lower the price,2,ok pick holder,1390608000,"01 25, 2014",335,negative,Value for Price,good but expensive | single unit | wants two or lower price,Product is good but overpriced; customer suggests including two units or reducing cost.
